ECS_Version,Indexed,Field_Set,Field,Type,Level,Normalization,Example,Description,Id
9.1.0-dev,TRUE,threat,threat.indicator.x509.public_key_curve,keyword,extended,,nistp521,The curve used by the elliptic curve public key algorithm. This is algorithm specific.,field1596
9.1.0-dev,FALSE,threat,threat.indicator.x509.public_key_exponent,long,extended,,65537,Exponent used to derive the public key. This is algorithm specific.,field1597
9.1.0-dev,TRUE,threat,threat.indicator.x509.public_key_size,long,extended,,2048,The size of the public key space in bits.,field1598
9.1.0-dev,TRUE,threat,threat.indicator.x509.serial_number,keyword,extended,,55FBB9C7DEBF09809D12CCAA,Unique serial number issued by the certificate authority.,field1599
9.1.0-dev,TRUE,threat,threat.indicator.x509.signature_algorithm,keyword,extended,,SHA256-RSA,Identifier for certificate signature algorithm.,field1600
9.1.0-dev,TRUE,threat,threat.indicator.x509.subject.common_name,keyword,extended,array,shared.global.example.net,List of common names (CN) of subject.,field1601
9.1.0-dev,TRUE,threat,threat.indicator.x509.subject.country,keyword,extended,array,US,List of country \(C) code,field1602
9.1.0-dev,TRUE,threat,threat.indicator.x509.subject.distinguished_name,keyword,extended,,"C=US, ST=California, L=San Francisco, O=Example, Inc., CN=shared.global.example.net",Distinguished name (DN) of the certificate subject entity.,field1603
9.1.0-dev,TRUE,threat,threat.indicator.x509.subject.locality,keyword,extended,array,San Francisco,List of locality names (L),field1604
9.1.0-dev,TRUE,threat,threat.indicator.x509.subject.organization,keyword,extended,array,"Example, Inc.",List of organizations (O) of subject.,field1605
9.1.0-dev,TRUE,threat,threat.indicator.x509.subject.organizational_unit,keyword,extended,array,,List of organizational units (OU) of subject.,field1606
9.1.0-dev,TRUE,threat,threat.indicator.x509.subject.state_or_province,keyword,extended,array,California,"List of state or province names (ST, S, or P)",field1607
9.1.0-dev,TRUE,threat,threat.indicator.x509.version_number,keyword,extended,,3,Version of x509 format.,field1608
9.1.0-dev,TRUE,threat,threat.software.alias,keyword,extended,array,"[ ""X-Agent"" ]",Alias of the software,field1609
9.1.0-dev,TRUE,threat,threat.software.id,keyword,extended,,S0552,ID of the software,field1610
9.1.0-dev,TRUE,threat,threat.software.name,keyword,extended,,AdFind,Name of the software.,field1611
9.1.0-dev,TRUE,threat,threat.software.platforms,keyword,extended,array,"[ ""Windows"" ]",Platforms of the software.,field1612
9.1.0-dev,TRUE,threat,threat.software.reference,keyword,extended,,https://attack.mitre.org/software/S0552/,Software reference URL.,field1613
9.1.0-dev,TRUE,threat,threat.software.type,keyword,extended,,Tool,Software type.,field1614
9.1.0-dev,TRUE,threat,threat.tactic.id,keyword,extended,array,TA0002,Threat tactic id.,field1615
9.1.0-dev,TRUE,threat,threat.tactic.name,keyword,extended,array,Execution,Threat tactic.,field1616
9.1.0-dev,TRUE,threat,threat.tactic.reference,keyword,extended,array,https://attack.mitre.org/tactics/TA0002/,Threat tactic URL reference.,field1617
9.1.0-dev,TRUE,threat,threat.technique.id,keyword,extended,array,T1059,Threat technique id.,field1618
9.1.0-dev,TRUE,threat,threat.technique.name,keyword,extended,array,Command and Scripting Interpreter,Threat technique name.,field1619
9.1.0-dev,TRUE,threat,threat.technique.name.text,match_only_text,extended,,Command and Scripting Interpreter,Threat technique name.,field1620
9.1.0-dev,TRUE,threat,threat.technique.reference,keyword,extended,array,https://attack.mitre.org/techniques/T1059/,Threat technique URL reference.,field1621
9.1.0-dev,TRUE,threat,threat.technique.subtechnique.id,keyword,extended,array,T1059.001,Threat subtechnique id.,field1622
9.1.0-dev,TRUE,threat,threat.technique.subtechnique.name,keyword,extended,array,PowerShell,Threat subtechnique name.,field1623
9.1.0-dev,TRUE,threat,threat.technique.subtechnique.name.text,match_only_text,extended,,PowerShell,Threat subtechnique name.,field1624
9.1.0-dev,TRUE,threat,threat.technique.subtechnique.reference,keyword,extended,array,https://attack.mitre.org/techniques/T1059/001/,Threat subtechnique URL reference.,field1625
9.1.0-dev,TRUE,tls,tls.cipher,keyword,extended,,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256,String indicating the cipher used during the current connection.,field1626
9.1.0-dev,TRUE,tls,tls.client.certificate,keyword,extended,,MII...,PEM-encoded stand-alone certificate offered by the client.,field1627
9.1.0-dev,TRUE,tls,tls.client.certificate_chain,keyword,extended,array,"[""MII..."", ""MII...""]",Array of PEM-encoded certificates that make up the certificate chain offered by the client.,field1628
9.1.0-dev,TRUE,tls,tls.client.hash.md5,keyword,extended,,0F76C7F2C55BFD7D8E8B8F4BFBF0C9EC,Certificate fingerprint using the MD5 digest of DER-encoded version of certificate offered by the client.,field1629
9.1.0-dev,TRUE,tls,tls.client.hash.sha1,keyword,extended,,9E393D93138888D288266C2D915214D1D1CCEB2A,Certificate fingerprint using the SHA1 digest of DER-encoded version of certificate offered by the client.,field1630
9.1.0-dev,TRUE,tls,tls.client.hash.sha256,keyword,extended,,0687F666A054EF17A08E2F2162EAB4CBC0D265E1D7875BE74BF3C712CA92DAF0,Certificate fingerprint using the SHA256 digest of DER-encoded version of certificate offered by the client.,field1631
9.1.0-dev,TRUE,tls,tls.client.issuer,keyword,extended,,"CN=Example Root CA, OU=Infrastructure Team, DC=example, DC=com",Distinguished name of subject of the issuer of the x.509 certificate presented by the client.,field1632
9.1.0-dev,TRUE,tls,tls.client.ja3,keyword,extended,,d4e5b18d6b55c71272893221c96ba240,A hash that identifies clients based on how they perform an SSL/TLS handshake.,field1633
9.1.0-dev,TRUE,tls,tls.client.not_after,date,extended,,2021-01-01T00:00:00.000Z,Date/Time indicating when client certificate is no longer considered valid.,field1634
9.1.0-dev,TRUE,tls,tls.client.not_before,date,extended,,1970-01-01T00:00:00.000Z,Date/Time indicating when client certificate is first considered valid.,field1635
9.1.0-dev,TRUE,tls,tls.client.server_name,keyword,extended,,www.elastic.co,Hostname the client is trying to connect to. Also called the SNI.,field1636
9.1.0-dev,TRUE,tls,tls.client.subject,keyword,extended,,"CN=myclient, OU=Documentation Team, DC=example, DC=com",Distinguished name of subject of the x.509 certificate presented by the client.,field1637
9.1.0-dev,TRUE,tls,tls.client.supported_ciphers,keyword,extended,array,"[""TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384"", ""TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384"", ""...""]",Array of ciphers offered by the client during the client hello.,field1638
9.1.0-dev,TRUE,tls,tls.client.x509.alternative_names,keyword,extended,array,*.elastic.co,List of subject alternative names (SAN).,field1639
9.1.0-dev,TRUE,tls,tls.client.x509.issuer.common_name,keyword,extended,array,Example SHA2 High Assurance Server CA,List of common name (CN) of issuing certificate authority.,field1640
9.1.0-dev,TRUE,tls,tls.client.x509.issuer.country,keyword,extended,array,US,List of country \(C) codes,field1641
9.1.0-dev,TRUE,tls,tls.client.x509.issuer.distinguished_name,keyword,extended,,"C=US, O=Example Inc, OU=www.example.com, CN=Example SHA2 High Assurance Server CA",Distinguished name (DN) of issuing certificate authority.,field1642
9.1.0-dev,TRUE,tls,tls.client.x509.issuer.locality,keyword,extended,array,Mountain View,List of locality names (L),field1643
9.1.0-dev,TRUE,tls,tls.client.x509.issuer.organization,keyword,extended,array,Example Inc,List of organizations (O) of issuing certificate authority.,field1644
9.1.0-dev,TRUE,tls,tls.client.x509.issuer.organizational_unit,keyword,extended,array,www.example.com,List of organizational units (OU) of issuing certificate authority.,field1645
9.1.0-dev,TRUE,tls,tls.client.x509.issuer.state_or_province,keyword,extended,array,California,"List of state or province names (ST, S, or P)",field1646
9.1.0-dev,TRUE,tls,tls.client.x509.not_after,date,extended,,2020-07-16T03:15:39Z,Time at which the certificate is no longer considered valid.,field1647
9.1.0-dev,TRUE,tls,tls.client.x509.not_before,date,extended,,2019-08-16T01:40:25Z,Time at which the certificate is first considered valid.,field1648
9.1.0-dev,TRUE,tls,tls.client.x509.public_key_algorithm,keyword,extended,,RSA,Algorithm used to generate the public key.,field1649
9.1.0-dev,TRUE,tls,tls.client.x509.public_key_curve,keyword,extended,,nistp521,The curve used by the elliptic curve public key algorithm. This is algorithm specific.,field1650
9.1.0-dev,FALSE,tls,tls.client.x509.public_key_exponent,long,extended,,65537,Exponent used to derive the public key. This is algorithm specific.,field1651
9.1.0-dev,TRUE,tls,tls.client.x509.public_key_size,long,extended,,2048,The size of the public key space in bits.,field1652
9.1.0-dev,TRUE,tls,tls.client.x509.serial_number,keyword,extended,,55FBB9C7DEBF09809D12CCAA,Unique serial number issued by the certificate authority.,field1653
9.1.0-dev,TRUE,tls,tls.client.x509.signature_algorithm,keyword,extended,,SHA256-RSA,Identifier for certificate signature algorithm.,field1654
9.1.0-dev,TRUE,tls,tls.client.x509.subject.common_name,keyword,extended,array,shared.global.example.net,List of common names (CN) of subject.,field1655
9.1.0-dev,TRUE,tls,tls.client.x509.subject.country,keyword,extended,array,US,List of country \(C) code,field1656
9.1.0-dev,TRUE,tls,tls.client.x509.subject.distinguished_name,keyword,extended,,"C=US, ST=California, L=San Francisco, O=Example, Inc., CN=shared.global.example.net",Distinguished name (DN) of the certificate subject entity.,field1657
9.1.0-dev,TRUE,tls,tls.client.x509.subject.locality,keyword,extended,array,San Francisco,List of locality names (L),field1658
9.1.0-dev,TRUE,tls,tls.client.x509.subject.organization,keyword,extended,array,"Example, Inc.",List of organizations (O) of subject.,field1659
9.1.0-dev,TRUE,tls,tls.client.x509.subject.organizational_unit,keyword,extended,array,,List of organizational units (OU) of subject.,field1660
9.1.0-dev,TRUE,tls,tls.client.x509.subject.state_or_province,keyword,extended,array,California,"List of state or province names (ST, S, or P)",field1661
9.1.0-dev,TRUE,tls,tls.client.x509.version_number,keyword,extended,,3,Version of x509 format.,field1662
9.1.0-dev,TRUE,tls,tls.curve,keyword,extended,,secp256r1,"String indicating the curve used for the given cipher, when applicable.",field1663
9.1.0-dev,TRUE,tls,tls.established,boolean,extended,,,Boolean flag indicating if the TLS negotiation was successful and transitioned to an encrypted tunnel.,field1664
9.1.0-dev,TRUE,tls,tls.next_protocol,keyword,extended,,http/1.1,String indicating the protocol being tunneled.,field1665
9.1.0-dev,TRUE,tls,tls.resumed,boolean,extended,,,Boolean flag indicating if this TLS connection was resumed from an existing TLS negotiation.,field1666
9.1.0-dev,TRUE,tls,tls.server.certificate,keyword,extended,,MII...,PEM-encoded stand-alone certificate offered by the server.,field1667
9.1.0-dev,TRUE,tls,tls.server.certificate_chain,keyword,extended,array,"[""MII..."", ""MII...""]",Array of PEM-encoded certificates that make up the certificate chain offered by the server.,field1668
9.1.0-dev,TRUE,tls,tls.server.hash.md5,keyword,extended,,0F76C7F2C55BFD7D8E8B8F4BFBF0C9EC,Certificate fingerprint using the MD5 digest of DER-encoded version of certificate offered by the server.,field1669
9.1.0-dev,TRUE,tls,tls.server.hash.sha1,keyword,extended,,9E393D93138888D288266C2D915214D1D1CCEB2A,Certificate fingerprint using the SHA1 digest of DER-encoded version of certificate offered by the server.,field1670
9.1.0-dev,TRUE,tls,tls.server.hash.sha256,keyword,extended,,0687F666A054EF17A08E2F2162EAB4CBC0D265E1D7875BE74BF3C712CA92DAF0,Certificate fingerprint using the SHA256 digest of DER-encoded version of certificate offered by the server.,field1671
9.1.0-dev,TRUE,tls,tls.server.issuer,keyword,extended,,"CN=Example Root CA, OU=Infrastructure Team, DC=example, DC=com",Subject of the issuer of the x.509 certificate presented by the server.,field1672
9.1.0-dev,TRUE,tls,tls.server.ja3s,keyword,extended,,394441ab65754e2207b1e1b457b3641d,A hash that identifies servers based on how they perform an SSL/TLS handshake.,field1673
9.1.0-dev,TRUE,tls,tls.server.not_after,date,extended,,2021-01-01T00:00:00.000Z,Timestamp indicating when server certificate is no longer considered valid.,field1674
9.1.0-dev,TRUE,tls,tls.server.not_before,date,extended,,1970-01-01T00:00:00.000Z,Timestamp indicating when server certificate is first considered valid.,field1675
9.1.0-dev,TRUE,tls,tls.server.subject,keyword,extended,,"CN=www.example.com, OU=Infrastructure Team, DC=example, DC=com",Subject of the x.509 certificate presented by the server.,field1676
9.1.0-dev,TRUE,tls,tls.server.x509.alternative_names,keyword,extended,array,*.elastic.co,List of subject alternative names (SAN).,field1677
9.1.0-dev,TRUE,tls,tls.server.x509.issuer.common_name,keyword,extended,array,Example SHA2 High Assurance Server CA,List of common name (CN) of issuing certificate authority.,field1678
9.1.0-dev,TRUE,tls,tls.server.x509.issuer.country,keyword,extended,array,US,List of country \(C) codes,field1679
9.1.0-dev,TRUE,tls,tls.server.x509.issuer.distinguished_name,keyword,extended,,"C=US, O=Example Inc, OU=www.example.com, CN=Example SHA2 High Assurance Server CA",Distinguished name (DN) of issuing certificate authority.,field1680
9.1.0-dev,TRUE,tls,tls.server.x509.issuer.locality,keyword,extended,array,Mountain View,List of locality names (L),field1681
9.1.0-dev,TRUE,tls,tls.server.x509.issuer.organization,keyword,extended,array,Example Inc,List of organizations (O) of issuing certificate authority.,field1682
9.1.0-dev,TRUE,tls,tls.server.x509.issuer.organizational_unit,keyword,extended,array,www.example.com,List of organizational units (OU) of issuing certificate authority.,field1683
9.1.0-dev,TRUE,tls,tls.server.x509.issuer.state_or_province,keyword,extended,array,California,"List of state or province names (ST, S, or P)",field1684
9.1.0-dev,TRUE,tls,tls.server.x509.not_after,date,extended,,2020-07-16T03:15:39Z,Time at which the certificate is no longer considered valid.,field1685
9.1.0-dev,TRUE,tls,tls.server.x509.not_before,date,extended,,2019-08-16T01:40:25Z,Time at which the certificate is first considered valid.,field1686
9.1.0-dev,TRUE,tls,tls.server.x509.public_key_algorithm,keyword,extended,,RSA,Algorithm used to generate the public key.,field1687
9.1.0-dev,TRUE,tls,tls.server.x509.public_key_curve,keyword,extended,,nistp521,The curve used by the elliptic curve public key algorithm. This is algorithm specific.,field1688
9.1.0-dev,FALSE,tls,tls.server.x509.public_key_exponent,long,extended,,65537,Exponent used to derive the public key. This is algorithm specific.,field1689
9.1.0-dev,TRUE,tls,tls.server.x509.public_key_size,long,extended,,2048,The size of the public key space in bits.,field1690
9.1.0-dev,TRUE,tls,tls.server.x509.serial_number,keyword,extended,,55FBB9C7DEBF09809D12CCAA,Unique serial number issued by the certificate authority.,field1691
9.1.0-dev,TRUE,tls,tls.server.x509.signature_algorithm,keyword,extended,,SHA256-RSA,Identifier for certificate signature algorithm.,field1692
9.1.0-dev,TRUE,tls,tls.server.x509.subject.common_name,keyword,extended,array,shared.global.example.net,List of common names (CN) of subject.,field1693
